"Year","Make","Name","Kilometers_Driven","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2015,"Hyundai","Hyundai EON Magna",55000,1,22,814,55,5,0,0,0,0,0,1,2.61
2010,"Mercedes-Benz","Mercedes-Benz New C-Class 220 CDI AT",74213,0,14.84,2143,170,5,0,0,0,1,0,0,11.5
2016,"Mini","Mini Cooper Convertible S",15000,0,16.82,1998,189.08,4,0,0,0,0,0,1,35
2010,"Tata","Tata Nano Cx",57000,1,26,624,35,4,0,0,0,0,0,1,0.5
2015,"Maruti","Maruti Ciaz ZDi Plus",62144,1,26.21,1248,88.5,5,1,0,0,1,0,0,5.75
2017,"Hyundai","Hyundai Verna CRDi 1.6 SX Option",50000,1,22,1582,126.2,5,0,0,0,1,0,0,11.5
2015,"Hyundai","Hyundai EON Era Plus",38000,1,21.1,814,55.2,5,0,0,0,0,0,1,2.75
2016,"BMW","BMW 5 Series 2013-2017 520d Luxury Line",30000,0,18.12,1995,190,5,1,0,0,1,0,0,31.5
2016,"Honda","Honda Brio S MT",38735,1,19.4,1198,86.8,5,0,0,0,0,0,1,4.92
2012,"Maruti","Maruti Ritz VDi",23598,1,23.2,1248,73.94,5,0,0,0,1,0,0,3.52
2014,"BMW","BMW 3 Series 320d Prestige",70000,0,18.88,1995,184,5,0,0,0,1,0,0,17.55
2016,"Maruti","Maruti Swift Dzire LDI",39000,1,26.59,1248,74,5,0,0,0,1,0,0,5.8
2013,"Maruti","Maruti Swift Dzire VDI",84175,1,23.4,1248,74,5,0,0,0,1,0,0,6.95
2013,"Renault","Renault Scala RxL",45000,1,16.95,1498,97.6,5,0,0,0,0,0,1,2.4
2013,"Chevrolet","Chevrolet Cruze LTZ AT",59302,0,14.39,1998,163.7,5,0,0,0,1,0,0,5.25
2012,"Maruti","Maruti Swift Dzire ZXi",55002,1,17.5,1298,85.8,5,0,0,0,0,0,1,4.25
2008,"Tata","Tata Indigo CS LX (TDI) BS III",128813,1,19.09,1396,69,5,0,0,0,1,0,0,1.5
2016,"Hyundai","Hyundai Grand i10 CRDi Sportz",46522,1,24,1120,70,5,0,0,0,1,0,0,4.5
2014,"Tata","Tata Indica Vista Quadrajet LS",180000,1,22.3,1248,74,5,0,0,0,1,0,0,2.5
2006,"Ford","Ford Fiesta 1.4 TDCi EXI",89326,1,17.8,1399,68,5,0,1,0,1,0,0,1.55
2016,"Renault","Renault Duster 85PS Diesel RxE",54000,1,19.87,1461,83.8,5,0,0,0,1,0,0,6.5
2015,"Hyundai","Hyundai Grand i10 CRDi SportZ Edition",66337,1,24,1120,70,5,0,0,0,1,0,0,4.96
2012,"Honda","Honda Brio S MT",60000,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.25
2010,"Audi","Audi A4 1.8 TFSI",38001,0,12.3,1781,163.2,5,0,0,0,0,0,1,8.5
2014,"Maruti","Maruti Alto 800 2016-2019 LXI",73000,1,24.7,796,47.3,5,1,0,0,0,0,1,2.75
2011,"Hyundai","Hyundai Verna Transform SX VTVT",61000,1,16.2,1599,103.2,5,1,0,0,0,0,1,3.4
2013,"Maruti","Maruti Ertiga ZDI",120000,1,20.77,1248,88.8,7,0,0,0,1,0,0,7
2012,"Chevrolet","Chevrolet Optra Magnum 1.6 LT ABS BS3",71787,1,12.9,1598,102.5,5,0,0,0,0,0,1,3.21
2016,"Hyundai","Hyundai Creta 1.6 CRDi SX Option",11554,1,19.67,1582,126.2,5,0,0,0,1,0,0,14.25
2014,"Volkswagen","Volkswagen Vento 1.5 TDI Highline",90000,1,20.34,1498,103.2,5,0,0,0,1,0,0,6.5
2014,"Honda","Honda City i VTEC SV",48104,1,17.4,1497,117.3,5,0,0,0,0,0,1,5.49
2005,"Hyundai","Hyundai Getz GLS ABS",91000,1,16.8,1341,83,5,0,1,0,0,0,1,0.8
2015,"Hyundai","Hyundai Grand i10 AT Asta",33931,0,18.9,1197,82,5,1,0,0,0,0,1,5.91
2019,"Hyundai","Hyundai Grand i10 1.2 Kappa Sportz Option",13916,1,18.9,1197,81.86,5,0,0,0,0,0,1,6.44
2015,"Hyundai","Hyundai Grand i10 Sportz",14000,1,18.9,1197,82,5,0,0,0,0,0,1,4.6
2016,"Hyundai","Hyundai i20 Asta 1.2",17560,1,18.6,1197,81.83,5,0,0,0,0,0,1,7.21
2016,"Renault","Renault Duster 85PS Diesel RxL",60000,1,19.87,1461,83.8,5,0,0,0,1,0,0,8
2009,"Maruti","Maruti Swift Dzire VDi",88096,1,19.3,1248,73.9,5,1,0,0,1,0,0,3.5
2008,"Toyota","Toyota Innova 2.5 G (Diesel) 8 Seater BS IV",178280,1,12.8,2494,102,8,0,0,0,1,0,0,5.9
2015,"Tata","Tata Nano Twist XT",19963,1,25.4,624,37.5,4,1,0,0,0,0,1,1.74
2019,"Ford","Ford Figo 2015-2019 1.2P Sports Edition MT",1000,1,18.12,1196,86.8,5,0,0,0,0,0,1,6.8
2017,"Hyundai","Hyundai i20 1.2 Asta Option",8000,1,18.6,1197,81.83,5,0,0,0,0,0,1,7.5
2016,"Honda","Honda BRV i-VTEC V MT",9200,1,15.4,1497,117.3,7,0,0,0,0,0,1,8
2015,"Honda","Honda Amaze S Diesel",29000,1,27.4,1498,98.6,5,0,0,0,1,0,0,5.99
2017,"Hyundai","Hyundai Creta 1.6 CRDi SX",27000,1,19.67,1582,126.2,5,0,0,0,1,0,0,12.9
2018,"Maruti","Maruti Baleno Zeta 1.2",22900,1,21.4,1197,83.1,5,0,0,0,0,0,1,7
2014,"Audi","Audi Q5 2.0 TDI Technology",50000,0,14.16,1968,174.3,5,0,0,0,1,0,0,35
2015,"Honda","Honda Amaze S i-DTEC",60207,1,25.8,1498,98.6,5,0,0,0,1,0,0,5.5
2010,"BMW","BMW X5 3.0d",101119,0,11,2993,235,5,0,0,0,1,0,0,18.46
2010,"Ford","Ford Figo Petrol Titanium",42000,1,15.6,1196,70,5,0,0,0,0,0,1,2.4
2002,"Maruti","Maruti Wagon R VXI",93000,1,18.9,998,67.1,5,0,1,0,0,0,1,1
2012,"Hyundai","Hyundai i10 Era",60000,1,19.81,1086,68.05,5,1,0,0,0,0,1,2.65
2015,"Skoda","Skoda Rapid 1.5 TDI AT Elegance",66122,0,21.66,1498,103.52,5,0,0,0,1,0,0,5.96
2015,"Porsche","Porsche Panamera Diesel",25100,0,17.85,2967,300,4,0,0,0,1,0,0,75
2017,"Mercedes-Benz","Mercedes-Benz CLA 200 Sport Edition",24733,0,15.04,1991,183,5,0,0,0,0,0,1,27.15
2008,"Audi","Audi A6 2.8 FSI",41000,0,10.4,2773,201,5,1,0,0,0,0,1,10.5
2015,"Maruti","Maruti Ciaz ZXi Plus",30000,1,20.73,1373,91.1,5,0,0,0,0,0,1,6.7
2013,"Ford","Ford Ecosport 1.5 DV5 MT Titanium",36000,1,22.7,1498,89.84,5,0,0,0,1,0,0,4.9
2017,"Mahindra","Mahindra Bolero mHAWK D70 ZLX",40279,1,16.5,1493,70,7,0,0,0,1,0,0,8
2018,"Maruti","Maruti Alto K10 VXI",46805,1,24.07,998,67.1,5,0,0,0,0,0,1,3.63
2015,"Maruti","Maruti Swift Dzire 1.2 Vxi BSIV",60000,1,17.5,1197,85.8,5,0,0,0,0,0,1,4.8
2017,"Tata","Tata Zest Revotron 1.2T XE",1e+05,1,17.57,1193,88.7,5,0,0,0,0,0,1,4.25
2014,"Maruti","Maruti Swift 1.3 VXi",32986,1,16.1,1497,98.6,5,0,0,0,0,0,1,4.24
2018,"Ford","Ford Endeavour 3.2 Trend AT 4X4",51530,0,10.91,3198,197.2,7,0,0,0,1,0,0,30.27
2013,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI CLASSIC",81456,1,15.8,2148,170,5,0,0,0,1,0,0,14.25
2012,"Hyundai","Hyundai i10 Sportz AT",37229,0,16.95,1197,78.9,5,0,0,0,0,0,1,3.41
2009,"Honda","Honda City 1.5 S MT",73200,1,17,1497,118,5,0,0,0,0,0,1,2.78
2015,"Skoda","Skoda Octavia Elegance 2.0 TDI AT",71826,0,19.3,1968,141,5,0,0,0,1,0,0,15.5
2017,"Tata","Tata Indica V2 eLS",129000,1,25,1396,69,5,0,0,0,1,0,0,3
2012,"Maruti","Maruti Wagon R VXi BSII",82000,1,18.9,998,67.1,5,0,0,0,0,0,1,2.3
2017,"Hyundai","Hyundai Creta 1.6 CRDi SX",40459,1,19.67,1582,126.2,5,0,0,0,1,0,0,13.28
2009,"Maruti","Maruti A-Star Lxi",61964,1,19,998,66.1,5,0,0,0,0,0,1,2.25
2011,"Maruti","Maruti Wagon R LXI",15466,1,22.5,998,67.04,5,0,0,0,0,0,1,3.36
2014,"Honda","Honda Mobilio E i VTEC",23000,1,17.3,1497,117.3,7,0,0,0,0,0,1,4.25
2012,"Hyundai","Hyundai i10 Magna",43766,1,20.36,1197,78.9,5,0,0,0,0,0,1,4.3
2010,"Skoda","Skoda Superb 3.6 V6 FSI",54000,0,0,3597,262.6,5,0,0,0,0,0,1,6
2018,"Hyundai","Hyundai i20 1.4 Sportz",18521,1,22.54,1396,88.73,5,0,0,0,1,0,0,9.18
2017,"Maruti","Maruti Celerio ZXI Optional",26400,1,23.1,998,67.04,5,0,0,0,0,0,1,4.99
2011,"Skoda","Skoda Laura 1.8 TSI Ambiente",31900,1,13.4,1798,157.8,5,0,0,0,0,0,1,3.75
2010,"Ford","Ford Figo Diesel LXI",39000,1,20,1399,68,5,0,0,0,1,0,0,2.5
2016,"Honda","Honda Jazz 1.5 VX i DTEC",45671,1,27.3,1498,98.6,5,0,0,0,1,0,0,7.2
2016,"Mercedes-Benz","Mercedes-Benz E-Class 2015-2017 E250 Edition E",39500,0,15,2143,204,5,0,0,0,1,0,0,29.5
2015,"Mercedes-Benz","Mercedes-Benz GLA Class 200 CDI SPORT",54000,0,17.9,2143,136,5,0,0,0,1,0,0,17.55
2012,"Volvo","Volvo S60 D3",20000,0,18.5,1985,163,5,0,0,0,1,0,0,12
2009,"Audi","Audi A8 L 3.0 TDI quattro",55000,0,11.8,2967,246.7,5,0,0,0,1,0,0,13.5
2014,"Hyundai","Hyundai Verna 1.6 SX CRDI (O) AT",48000,0,22.32,1582,126.32,5,0,0,0,1,0,0,5.1
2011,"BMW","BMW 3 Series 320d",70000,0,22.69,1995,190,5,0,0,0,1,0,0,10.3
2014,"Hyundai","Hyundai Verna 1.6 SX",62000,1,22.32,1582,126.32,5,0,0,0,1,0,0,5.7
2014,"Maruti","Maruti Wagon R VXI",41994,1,22.5,998,67.04,5,0,0,0,0,0,1,3.41
2010,"Ford","Ford Figo Diesel EXI",108882,1,20,1399,68,5,1,0,0,1,0,0,2.4
2017,"Mahindra","Mahindra KUV 100 mFALCON G80 K2",24806,1,18.15,1198,82,6,0,0,0,0,0,1,5.6
2006,"Tata","Tata Indigo LS",160000,1,17,1405,70,5,0,0,0,1,0,0,1
2017,"Mahindra","Mahindra TUV 300 T8 AMT",30000,0,18.49,1493,100,7,0,0,0,1,0,0,8.2
2015,"Audi","Audi Q3 35 TDI Quattro Premium Plus",51000,0,15.17,1968,181,5,0,0,0,1,0,0,27.5
2015,"Maruti","Maruti Wagon R VXI 1.2",64876,1,21.5,1197,81.8,5,0,0,0,0,0,1,3.5
2017,"Maruti","Maruti Vitara Brezza ZDi Plus Dual Tone",25299,1,24.3,1248,88.5,5,0,0,0,1,0,0,10.34
2006,"Mahindra","Mahindra Scorpio DX 2.6 Turbo 8 Str",89869,1,12.7,2609,116.6,8,0,0,0,1,0,0,3.25
2007,"Hyundai","Hyundai Tucson CRDi",103515,1,12.6,1991,112,7,0,1,0,1,0,0,5
2008,"Hyundai","Hyundai Santro Xing GLS",68282,1,17.92,1086,62.1,5,0,0,0,0,0,1,2.25
2014,"Porsche","Porsche Panamera Diesel 250hp",60033,0,18.18,2967,250,4,0,0,0,1,0,0,51.52
2018,"Maruti","Maruti Vitara Brezza VDi Option",51921,1,24.3,1248,88.5,5,0,0,0,1,0,0,8.62
2017,"Maruti","Maruti Swift Dzire VDI",18414,1,23.4,1248,74,5,0,0,0,1,0,0,7.25
2016,"Honda","Honda Amaze V Petrol",40866,1,19.5,1199,86.76,5,0,0,0,0,0,1,5.47
2014,"Jaguar","Jaguar XF 2.2 Litre Luxury",55001,0,16.36,2179,187.7,5,0,0,0,1,0,0,31
2017,"Mini","Mini Cooper Convertible S",20469,0,16.82,1998,189.08,4,0,0,0,0,0,1,35.98
2017,"Hyundai","Hyundai EON Era Plus",8500,1,21.1,814,55.2,5,0,0,0,0,0,1,3.42
2008,"Audi","Audi A6 3.0 TDI quattro",45000,0,16.77,2967,241.38,5,1,0,0,1,0,0,11.5
2016,"Hyundai","Hyundai i20 Active 1.2 SX Dual Tone",6000,1,17.19,1197,81.86,5,0,0,0,0,0,1,7.25
2018,"Maruti","Maruti Swift AMT DDiS VDI",11000,1,28.4,1248,74,5,0,0,0,1,0,0,8
2015,"Ford","Ford Ecosport 1.5 DV5 MT Titanium",80064,1,22.7,1498,89.84,5,0,0,0,1,0,0,7.33
2016,"Maruti","Maruti Wagon R VXI BS IV with ABS",29930,1,18.9,998,67.1,5,0,0,0,0,0,1,3.35
2013,"Volkswagen","Volkswagen Vento 1.5 TDI Highline",49105,1,20.34,1498,103.2,5,0,0,0,1,0,0,4.4
2012,"Toyota","Toyota Etios VX",55000,1,17.6,1496,88.7,5,0,0,0,0,0,1,2.99
2015,"Honda","Honda Jazz 1.2 SV i VTEC",23000,1,18.7,1199,88.7,5,0,0,0,0,0,1,5.6
2016,"Volkswagen","Volkswagen CrossPolo 1.5 TDI",54727,1,20.14,1498,88.73,5,0,0,0,1,0,0,6.63
2018,"Volkswagen","Volkswagen Ameo 1.5 TDI Highline",31426,1,21.66,1498,108.62,5,0,0,0,1,0,0,7.9
2015,"Honda","Honda City V MT Exclusive",53442,1,16.8,1497,116.3,5,0,0,0,0,0,1,7
2014,"Honda","Honda Brio VX AT",28000,0,16.5,1198,86.8,5,0,0,0,0,0,1,4.95
2017,"Skoda","Skoda Rapid 1.6 MPI AT Style",13412,0,14.3,1598,103.52,5,0,0,0,0,0,1,9.19
2011,"Hyundai","Hyundai Verna CRDi",70000,1,16.8,1493,110,5,0,0,0,1,0,0,5.1
2015,"Hyundai","Hyundai i20 Active S Diesel",81310,1,21.19,1396,88.76,5,0,0,0,1,0,0,5.9
2019,"Maruti","Maruti Baleno Alpha CVT",13574,0,21.4,1197,83.1,5,0,0,0,0,0,1,9.51
2008,"Honda","Honda CR-V 2.4L 4WD MT",75000,1,11.1,2354,158.8,5,1,0,0,0,0,1,3.9
2014,"Maruti","Maruti Swift Dzire VXI",58310,1,19.1,1197,85.8,5,1,0,0,0,0,1,5.39
2009,"Maruti","Maruti Swift Dzire VDi",90000,1,19.3,1248,73.9,5,1,0,0,1,0,0,3
2012,"Maruti","Maruti Swift Dzire ZDI",83000,1,23.4,1248,74,5,0,0,0,1,0,0,4.3
2017,"Maruti","Maruti Swift Dzire ZXI",37282,1,20.85,1197,83.14,5,0,0,0,0,0,1,6.75
2017,"Hyundai","Hyundai Grand i10 Sportz",23000,1,18.9,1197,82,5,0,0,0,0,0,1,4.5
2010,"Ford","Ford Fiesta 1.4 ZXi TDCi ABS",82000,1,17.8,1399,68,5,0,0,0,1,0,0,2.75
2016,"Hyundai","Hyundai Verna 1.6 CRDi S",31000,1,23.9,1582,126.2,5,0,0,0,1,0,0,9
2001,"Maruti","Maruti Wagon R Vx",2e+05,1,12,1497,98.6,5,0,0,0,0,0,1,0.7
2014,"Ford","Ford Figo Diesel EXI",45001,1,20,1399,68.05,5,1,0,0,1,0,0,2.55
2014,"Tata","Tata Manza Aqua Quadrajet BS IV",50446,1,21.12,1248,88.8,5,0,0,0,1,0,0,3.54
2009,"Honda","Honda Civic 2006-2010 1.8 S MT",89000,1,13.5,1799,130,5,0,0,0,0,0,1,4.25
2007,"Maruti","Maruti Alto LX BSIII",72000,1,19.7,796,46.3,5,1,0,0,0,0,1,1.2
2013,"BMW","BMW 5 Series 520d Luxury Line",90000,0,22.48,1995,190,5,0,0,0,1,0,0,19.5
2015,"Mahindra","Mahindra XUV500 W8 2WD",76000,1,16,2179,140,7,1,0,0,1,0,0,12
2012,"Maruti","Maruti Ritz VDi",78401,1,23.2,1248,73.94,5,0,0,0,1,0,0,3.9
2017,"Maruti","Maruti Vitara Brezza ZDi Plus",38426,1,24.3,1248,88.5,5,0,0,0,1,0,0,9.13
2011,"Maruti","Maruti Eeco 7 Seater Standard",45000,1,15.1,1196,73,7,0,0,0,0,0,1,2.25
2012,"Maruti","Maruti Swift Dzire 1.2 Vxi BSIV",83000,1,17.5,1197,85.8,5,0,0,0,0,0,1,3.25
2017,"Hyundai","Hyundai Creta 1.6 CRDi AT SX Plus",50170,0,17.01,1582,126.2,5,0,0,0,1,0,0,14.79
2010,"Maruti","Maruti Wagon R LXI",37822,1,22.5,998,67.04,5,0,0,0,0,0,1,2.35
2015,"Maruti","Maruti Celerio ZDi",33517,1,27.62,793,47,5,0,0,0,1,0,0,3.1
2014,"Hyundai","Hyundai Santa Fe 2WD AT",110000,0,13.01,2199,194.3,7,0,0,0,1,0,0,12.9
2017,"Hyundai","Hyundai EON D Lite Plus Option",60000,1,21.1,814,55.2,5,0,0,0,0,0,1,2.5
2013,"Hyundai","Hyundai i20 Sportz 1.2",92408,1,18.5,1197,82.85,5,0,0,0,0,0,1,3.65
2014,"Hyundai","Hyundai Verna 1.6 SX VTVT (O)",45000,1,17.1,1591,121.3,5,0,0,0,0,0,1,7.5
2013,"Honda","Honda Brio S Option MT",33793,1,18.4,1198,86.8,5,0,0,0,0,0,1,3.74
2017,"Maruti","Maruti Swift VXI Optional",26327,1,20.4,1197,81.8,5,0,0,0,0,0,1,5.86
2018,"Mercedes-Benz","Mercedes-Benz New C-Class C 220d Avantgarde Edition C",20604,0,19.27,2143,167.62,5,0,0,0,1,0,0,39.62
2018,"Maruti","Maruti Swift VDI Optional",61386,1,25.2,1248,74,5,0,0,0,1,0,0,7.05
2018,"Maruti","Maruti Swift AMT VDI",11500,0,28.4,1248,74,5,0,0,0,1,0,0,7.5
2012,"Chevrolet","Chevrolet Beat Diesel LS",58000,1,25.44,936,57.6,5,0,0,0,1,0,0,2.1
2014,"Skoda","Skoda Superb Elegance 1.8 TSI AT",38000,0,13.7,1798,157.75,5,0,0,0,0,0,1,11.6
2012,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI BE Avantgare",49000,0,14.84,2143,167.62,5,1,0,0,1,0,0,19.25
2017,"Toyota","Toyota Innova Crysta 2.4 VX MT 8S",72202,1,13.68,2393,147.8,8,0,0,0,1,0,0,17.92
2016,"Hyundai","Hyundai i10 Sportz",7000,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.6
2014,"Honda","Honda Amaze S i-DTEC",20000,1,25.8,1498,98.6,5,1,0,0,1,0,0,4.5
2017,"Hyundai","Hyundai i20 Magna 1.4 CRDi (Diesel)",14061,1,21.9,1396,88.76,5,0,0,0,1,0,0,7.4
2018,"Mercedes-Benz","Mercedes-Benz GLE 350d",30706,0,11.57,2987,254.79,5,0,0,0,1,0,0,59.29
2011,"Mahindra","Mahindra Scorpio 2009-2014 SLE 7S BSIV",51387,1,12.05,2179,120,7,0,0,0,1,0,0,5.5
2006,"Hyundai","Hyundai Getz GLE",44000,1,15.3,1341,83,5,1,0,0,0,0,1,1.75
2016,"Maruti","Maruti Baleno Alpha",12208,1,21.4,1197,83.1,5,0,0,0,0,0,1,6.75
2011,"Chevrolet","Chevrolet Optra Magnum 2.0 LT",55000,1,16.52,1991,123.7,5,0,0,0,1,0,0,3.95
2011,"Hyundai","Hyundai Verna 1.6 SX VTVT (O)",61600,1,17.1,1591,121.3,5,0,0,0,0,0,1,4.2
2016,"Honda","Honda City 1.5 V MT",28414,1,17,1497,118,5,0,0,0,0,0,1,8.4
2017,"Volkswagen","Volkswagen Polo GT TSI",27853,0,17.21,1197,103.5,5,0,0,0,0,0,1,8.25
2013,"Honda","Honda Brio E MT",55116,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.31
2017,"Maruti","Maruti Swift Dzire VDI",26000,1,26.59,1248,74,5,0,0,0,1,0,0,7.5
2012,"Honda","Honda City 1.5 V MT Exclusive",45496,1,17,1497,118,5,0,0,0,0,0,1,4.75
2013,"Mahindra","Mahindra Ssangyong Rexton RX7",76000,0,11.18,2696,184,7,1,0,0,1,0,0,8.79
2014,"Skoda","Skoda Superb Elegance 1.8 TSI MT",136000,1,13.1,1798,157.75,5,0,0,0,0,0,1,9.5
2009,"Hyundai","Hyundai Santro GLS II - Euro II",1e+05,1,0,1497,98.6,5,0,0,0,0,0,1,1.6
2010,"Maruti","Maruti Alto LXi",38127,1,19.7,796,46.3,5,0,0,0,0,0,1,1.55
2014,"Hyundai","Hyundai i20 Asta (o) 1.4 CRDi (Diesel)",82450,1,23,1396,90,5,0,0,0,1,0,0,5.85
2014,"Ford","Ford Ecosport 1.5 Ti VCT MT Trend",62497,1,15.8,1499,110,5,0,0,0,0,0,1,7.52
2011,"Nissan","Nissan Micra Diesel XV",86732,1,23.08,1461,63.1,5,0,0,0,1,0,0,3.6
2016,"Honda","Honda Brio E MT",27969,1,19.4,1198,86.8,5,0,0,0,0,0,1,4.73
2013,"Mahindra","Mahindra Ssangyong Rexton RX7",66372,0,11.18,2696,184,7,0,0,0,1,0,0,10.5
2013,"BMW","BMW 7 Series 730Ld Sedan",73525,0,16.46,2993,258,5,0,0,0,1,0,0,34.54
2018,"Hyundai","Hyundai Grand i10 1.2 Kappa Sportz",20689,1,18.9,1197,81.86,5,0,0,0,0,0,1,6.07
2018,"Maruti","Maruti Baleno Delta 1.2",25093,1,21.4,1197,83.1,5,0,0,0,0,0,1,7.76
2016,"Mahindra","Mahindra Xylo E8 ABS BS IV",49176,1,11.68,2498,112,8,0,0,0,1,0,0,7.46
2012,"Renault","Renault Fluence Diesel E4",87510,1,21.8,1461,78,5,0,0,0,1,0,0,3.49
2012,"Hyundai","Hyundai i20 1.2 Magna",38214,1,18.5,1197,80,5,1,0,0,0,0,1,4.05
2013,"Mitsubishi","Mitsubishi Pajero 2.8 SFX",48986,1,10.5,2835,107.2,6,0,0,0,1,0,0,11.88
2011,"Toyota","Toyota Corolla Altis 2008-2013 1.8 VL AT",88000,0,14.53,1794,138.1,5,0,0,0,0,0,1,6.45
2015,"BMW","BMW X5 X5 M",69002,0,15.97,2993,258,5,0,0,0,1,0,0,50
2011,"BMW","BMW 3 Series 2005-2011 325i Sedan",43706,0,10.9,2497,215,5,0,0,0,0,0,1,9
2016,"Hyundai","Hyundai Creta 1.6 CRDi AT SX Plus",58671,0,17.01,1582,126.2,5,0,0,0,1,0,0,14.25
2017,"Mahindra","Mahindra TUV 300 2015-2019 T8",49404,1,18.49,1493,100,7,0,0,0,1,0,0,7.36
2010,"Mahindra","Mahindra Scorpio VLX 2.2 mHawk BSIII",72000,1,12.05,2179,120,8,0,0,0,1,0,0,4.4
2016,"Renault","Renault KWID RXT",24000,1,25.17,799,53.3,5,0,0,0,0,0,1,3.1
2017,"Renault","Renault KWID 1.0 RXT Optional AMT",53285,0,22.5,999,67,5,0,0,0,0,0,1,4.28
2017,"Maruti","Maruti Swift VXi BSIV",12000,1,16.1,1197,85,5,0,0,0,0,0,1,5.5
2012,"Skoda","Skoda Laura 1.9 TDI AT Ambiente",45000,0,17,1896,105,5,0,0,0,1,0,0,6.99
2018,"Maruti","Maruti Alto 800 2016-2019 VXI",26234,1,24.7,796,47.3,5,0,0,0,0,0,1,4.29
2014,"Maruti","Maruti Swift VXI",55000,1,18.6,1197,85.8,5,0,0,0,0,0,1,4.2
2012,"Hyundai","Hyundai i20 1.4 CRDi Sportz",90000,1,23,1396,90,5,0,0,0,1,0,0,4.11
2015,"Audi","Audi Q3 2012-2015 35 TDI Quattro Premium",48000,0,15.73,1968,174.33,5,0,0,0,1,0,0,18.75
2017,"Mercedes-Benz","Mercedes-Benz GLE 350d",19863,0,11.57,2987,254.79,5,0,0,0,1,0,0,64.95
2010,"Hyundai","Hyundai i10 Era",55000,1,19.81,1086,68.05,5,1,0,0,0,0,1,1.59
2016,"Maruti","Maruti Wagon R LXI Optional",4800,1,20.51,998,67.04,5,0,0,0,0,0,1,3.6
2017,"Honda","Honda City i VTEC V",38607,1,17.8,1497,117.3,5,1,0,0,0,0,1,7.87
2018,"Hyundai","Hyundai Grand i10 1.2 Kappa Sportz",3958,1,18.9,1197,81.86,5,0,0,0,0,0,1,5.55
2014,"Honda","Honda City i DTEC VX",74000,1,25.1,1498,98.6,5,1,0,0,1,0,0,6.4
2009,"Maruti","Maruti Swift Dzire VXi",54540,1,17.5,1298,85.8,5,0,1,0,0,0,1,2.65
2015,"Maruti","Maruti Swift Dzire ZXi",58400,1,17.5,1298,85.8,5,0,0,0,0,0,1,5.5
2013,"Mahindra","Mahindra XUV500 W8 2WD",73648,1,15.1,2179,140,7,0,0,0,1,0,0,7.31
2016,"Maruti","Maruti Ciaz ZDi Plus SHVS",83000,1,28.09,1248,88.5,5,0,0,0,1,0,0,7.1
2016,"Hyundai","Hyundai Verna 1.6 SX CRDi (O)",16159,1,22.32,1582,126.32,5,0,0,0,1,0,0,7.83
2005,"Hyundai","Hyundai Accent CRDi",150000,1,13.1,1493,82,5,0,0,0,1,0,0,0.85
2014,"Honda","Honda Brio S MT",22100,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.55
2017,"Hyundai","Hyundai i20 Active 1.2 SX",35043,1,17.19,1197,81.86,5,0,0,0,0,0,1,8.19
2018,"BMW","BMW 3 Series 320d Sport Line",24000,0,18.88,1995,184,5,0,0,0,1,0,0,28
2015,"Volkswagen","Volkswagen Jetta 2013-2015 2.0L TDI Highline AT",480000,0,16.96,1968,138.03,5,0,0,0,1,0,0,13
2011,"Volkswagen","Volkswagen Polo Petrol Highline 1.6L",70000,1,15.26,1598,103.5,5,1,0,0,0,0,1,3.29
2015,"Maruti","Maruti Swift VXi BSIV",13769,1,16.1,1197,85,5,1,0,0,0,0,1,4.41
2013,"Renault","Renault Duster 110PS Diesel RxZ",58000,1,19.01,1461,108.45,5,0,0,0,1,0,0,4.99
2009,"BMW","BMW X3 xDrive 20d Luxury Line",58000,0,18.56,1995,190,5,0,0,0,1,0,0,17.98
2018,"Fiat","Fiat Avventura MULTIJET Emotion",18705,1,20.5,1248,91.72,5,0,0,0,1,0,0,7.71
2013,"Maruti","Maruti Wagon R Stingray VXI",32378,1,20.51,998,67.04,5,0,0,0,0,0,1,2.8
2013,"Chevrolet","Chevrolet Sail Hatchback LS ABS",45000,1,22.1,1248,76.9,5,0,0,0,1,0,0,3
2015,"Mahindra","Mahindra XUV500 W8 2WD",36836,1,15.1,2179,140,7,0,0,0,1,0,0,12.49
2016,"Tata","Tata Zest Quadrajet 1.3",54199,1,23,1248,88.8,5,0,0,0,1,0,0,5
2017,"BMW","BMW X3 xDrive20d xLine",36935,0,18.56,1995,190,5,0,0,0,1,0,0,32.64
2015,"Maruti","Maruti Swift VDI BSIV",23000,1,25.2,1248,74,5,0,0,0,1,0,0,6.5
2015,"BMW","BMW 5 Series 2013-2017 520d Luxury Line",14000,0,18.12,1995,190,5,0,0,0,1,0,0,35
2015,"Tata","Tata Indigo CS eVX",100073,1,25,1396,69.01,5,1,0,0,1,0,0,2
2015,"Mahindra","Mahindra XUV500 W8 2WD",59182,1,15.1,2179,140,7,0,0,0,1,0,0,9.46
