"Year","Make","Name","Kilometers_Driven","Age","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2011,"BMW","BMW X6 xDrive30d",59000,8,0,11.2,2993,241,4,0,0,0,1,0,0,21.9
2016,"BMW","BMW 5 Series 2013-2017 520d Luxury Line",76467,3,0,18.12,1995,190,5,0,0,0,1,0,0,30.45
2016,"Ford","Ford Figo Aspire 1.5 TDCi Ambiente",1e+05,3,1,25.83,1498,99,5,0,0,0,1,0,0,5.1
2013,"Hyundai","Hyundai Verna VTVT 1.6 AT EX",37086,6,0,17,1591,121.3,5,0,0,0,0,0,1,5.44
2010,"Ford","Ford Ikon 1.4 TDCi DuraTorq",135000,9,1,13.8,1399,68,5,0,0,0,1,0,0,1.6
2014,"Audi","Audi A6 2011-2015 2.0 TDI",54862,5,0,17.68,1968,174.33,5,0,0,0,1,0,0,16.67
2012,"Hyundai","Hyundai i20 2015-2017 Sportz AT 1.4",56200,7,0,15,1396,98.6,5,0,0,0,0,0,1,3.85
2011,"Toyota","Toyota Fortuner 2.8 4WD MT",169006,8,1,14.24,2755,174.5,7,0,0,0,1,0,0,10.64
2016,"Renault","Renault KWID RXT",20229,3,1,25.17,799,53.3,5,0,0,0,0,0,1,3.5
2008,"Chevrolet","Chevrolet Spark 1.0 LT",62000,11,1,18,995,62,5,0,1,0,0,0,1,1.1
2011,"Hyundai","Hyundai Verna Transform VTVT",51500,8,1,16.2,1599,103.2,5,1,0,0,0,0,1,2.6
2012,"BMW","BMW 3 Series 320d Sport Line",69000,7,0,18.88,1995,184,5,0,0,0,1,0,0,18.5
2015,"Maruti","Maruti Swift Dzire VDI",62476,4,1,26.59,1248,74,5,0,0,0,1,0,0,7.95
2017,"Hyundai","Hyundai Xcent 1.2 CRDi E Plus",60500,2,1,25.4,1186,73.97,5,0,0,0,1,0,0,5.49
2017,"Honda","Honda Jazz V CVT",17978,2,0,19,1199,88.7,5,0,0,0,0,0,1,6.95
2008,"Tata","Tata Indigo LS",3e+05,11,1,17,1405,70,5,0,0,0,1,0,0,1
2013,"Ford","Ford Fiesta Classic 1.4 Duratorq CLXI",123000,6,1,17.8,1399,67,5,1,0,0,1,0,0,4.45
2016,"Maruti","Maruti S-Cross Alpha DDiS 200 SH",45296,3,1,25.1,1248,88.5,5,0,0,0,1,0,0,6.99
2008,"Maruti","Maruti SX4 Zxi with Leather BSIII",77325,11,1,15.6,1586,104.68,5,0,0,0,0,0,1,3.51
2018,"Maruti","Maruti Baleno Zeta Automatic",25858,1,0,21.4,1197,83.1,5,0,0,0,0,0,1,7.54
2016,"Maruti","Maruti Ritz LDi",120000,3,1,23.2,1248,73.94,5,0,0,0,1,0,0,3.65
2016,"Hyundai","Hyundai Elantra CRDi SX AT",22000,3,0,19.5,1582,126.24,5,0,0,0,1,0,0,16
2012,"Chevrolet","Chevrolet Spark 1.0 LT",11000,7,1,16.2,995,62.1,5,0,0,0,0,0,1,1.4
2017,"Hyundai","Hyundai i20 1.2 Spotz",3900,2,1,18.6,1197,81.83,5,0,0,0,0,0,1,6.45
2016,"Hyundai","Hyundai Xcent 1.1 CRDi Base",106092,3,1,24.4,1120,71,5,0,0,0,1,0,0,4.4
2015,"Honda","Honda Jazz 1.2 V CVT i VTEC",27000,4,0,19,1199,88.7,5,0,0,0,0,0,1,5.95
2013,"Honda","Honda Brio S MT",11000,6,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.9
2016,"Mercedes-Benz","Mercedes-Benz E-Class E250 CDI Avantgrade",39753,3,0,13,2143,201.1,5,0,0,0,1,0,0,35.28
2017,"Tata","Tata Hexa XT",39800,2,1,17.6,2179,153.86,7,0,0,0,1,0,0,14.25
2017,"Hyundai","Hyundai Xcent 1.1 CRDi Base",73000,2,1,24.4,1120,71,5,0,0,0,1,0,0,4.5
2015,"Ford","Ford Ecosport 1.5 DV5 MT Titanium Optional",55000,4,1,22.7,1498,89.84,5,0,0,0,1,0,0,7.5
2017,"Tata","Tata Nano XTA",18351,2,0,21.9,624,37.48,4,0,0,0,0,0,1,3.41
2013,"Honda","Honda Brio VX",45000,6,1,19.4,1198,86.8,5,1,0,0,0,0,1,3.25
2016,"Maruti","Maruti Ertiga SHVS ZDI Plus",112200,3,1,24.52,1248,88.5,7,0,0,0,1,0,0,8.3
2010,"Hyundai","Hyundai i10 Sportz 1.2",29000,9,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.45
2015,"Mahindra","Mahindra XUV500 W10 2WD",53392,4,1,16,2179,140,7,0,0,0,1,0,0,11.95
2010,"Volkswagen","Volkswagen Vento Diesel Highline",71000,9,1,20.54,1598,103.6,5,0,0,0,1,0,0,4.25
2014,"Tata","Tata Safari Storme 2012-2015 VX",93000,5,1,14,2179,138.1,7,0,0,0,1,0,0,8.25
2010,"Honda","Honda Accord 2.4 Elegance M/T",119000,9,1,10.2,2354,180,5,0,0,0,0,0,1,5.95
2016,"Maruti","Maruti Eeco 7 Seater Standard",42225,3,1,15.1,1196,73,7,0,0,0,0,0,1,4.3
2012,"Maruti","Maruti Swift VDI",65000,7,1,22.9,1248,74,5,0,0,0,1,0,0,3.9
2016,"Maruti","Maruti Baleno Zeta Automatic",27809,3,0,21.4,1197,83.1,5,0,0,0,0,0,1,6.41
2015,"Mahindra","Mahindra XUV500 W8 2WD",65100,4,1,15.1,2179,140,7,0,0,0,1,0,0,8.36
2014,"Hyundai","Hyundai Xcent 1.2 Kappa S",51000,5,1,19.1,1197,82,5,0,0,0,0,0,1,3.85
2017,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Style",10000,2,0,19.27,2143,167.62,5,0,0,0,1,0,0,36
2011,"Skoda","Skoda Superb 1.8 TSI MT",54895,8,1,13.14,1798,160,5,0,0,0,0,0,1,7.5
2015,"Volkswagen","Volkswagen CrossPolo 1.5 TDI",80768,4,1,20.14,1498,88.73,5,0,0,0,1,0,0,5.7
2019,"Maruti","Maruti Ignis 1.2 Delta",12076,0,1,20.89,1197,81.8,5,0,0,0,0,0,1,5.5
2016,"Maruti","Maruti Swift VDI BSIV",49000,3,1,25.2,1248,74,5,0,0,0,1,0,0,5.9
2015,"Honda","Honda City i VTEC VX Option",42366,4,1,17.8,1497,117.3,5,0,0,0,0,0,1,7.75
2010,"BMW","BMW 5 Series 530d Highline Sedan",68000,9,0,11.5,2993,235,5,0,0,0,1,0,0,18
2008,"Skoda","Skoda Laura Ambiente",122397,11,1,17.5,1896,106,5,0,0,0,1,0,0,4.4
2017,"Volkswagen","Volkswagen Polo GT TSI",50534,2,0,17.21,1197,103.5,5,0,0,0,0,0,1,8.27
2014,"Renault","Renault Duster 85PS Diesel RxL",55300,5,1,19.87,1461,83.8,5,0,0,0,1,0,0,4.75
2008,"Honda","Honda City 1.5 S AT",73095,11,0,16.8,1497,118,5,0,0,0,0,0,1,3.8
2011,"Volkswagen","Volkswagen Vento Diesel Highline",51100,8,1,20.54,1598,103.6,5,0,0,0,1,0,0,3.4
2016,"Hyundai","Hyundai Grand i10 Sportz",13436,3,1,18.9,1197,82,5,1,0,0,0,0,1,4.7
2008,"Ford","Ford Fiesta 1.4 ZXi Duratec",76000,11,1,16.6,1388,68,5,1,0,0,0,0,1,1.49
2016,"Hyundai","Hyundai Xcent 1.1 CRDi S",63141,3,1,24.4,1120,71,5,1,0,0,1,0,0,4.5
2014,"Honda","Honda Amaze VX i-DTEC",74885,5,1,25.8,1498,98.6,5,0,0,0,1,0,0,5.4
2016,"Honda","Honda City i VTEC CVT VX",14000,3,0,18,1497,117.3,5,0,0,0,0,0,1,11.5
2012,"Renault","Renault Fluence 1.5",56000,7,1,20.4,1461,108.5,5,1,0,0,1,0,0,3.5
2010,"BMW","BMW 5 Series 520d Luxury Line",46000,9,0,22.48,1995,190,5,0,0,0,1,0,0,16.5
2012,"Maruti","Maruti SX4 ZXI MT BSIV",51800,7,1,15.5,1586,103.3,5,0,0,0,0,0,1,3.9
2007,"Honda","Honda City ZX CVT",81000,12,0,16.4,1497,78,5,0,0,0,0,0,1,3.25
2018,"Volkswagen","Volkswagen Ameo 1.2 MPI Comfortline",17370,1,1,17,1198,73.75,5,0,0,0,0,0,1,5.84
2016,"Volkswagen","Volkswagen Ameo 1.2 MPI Comfortline",18456,3,1,17,1198,73.75,5,0,0,0,0,0,1,5.75
2010,"Audi","Audi A4 2.0 TDI Multitronic",59000,9,0,16.55,1968,140,5,0,0,0,1,0,0,10
2006,"Maruti","Maruti Wagon R VXI",141537,13,1,18.9,998,67.1,5,1,0,0,0,0,1,1.05
2013,"Hyundai","Hyundai Verna SX CRDi AT",51000,6,0,19.08,1582,126.32,5,0,0,0,1,0,0,5.64
2019,"Mercedes-Benz","Mercedes-Benz GLC 220d 4MATIC Style",29311,0,0,17.9,2143,170,5,0,0,0,1,0,0,50.97
2016,"BMW","BMW 3 Series Luxury Line",31000,3,0,21.76,1995,190,5,0,0,0,1,0,0,29.95
2014,"Honda","Honda Mobilio V Option i DTEC",80000,5,1,24.2,1498,98.6,7,1,0,0,1,0,0,4.85
2016,"Hyundai","Hyundai Creta 1.6 CRDi AT SX Plus",33000,3,0,17.01,1582,126.2,5,0,0,0,1,0,0,14.5
2011,"Honda","Honda City 1.5 S MT",71556,8,1,17,1497,118,5,0,0,0,0,0,1,5.5
2011,"Ford","Ford Fiesta 1.4 TDCi EXI",85000,8,1,17.8,1399,68,5,0,0,0,1,0,0,3.2
2016,"Maruti","Maruti Swift Dzire LDI",91000,3,1,26.59,1248,74,5,0,0,0,1,0,0,4.5
2015,"Mercedes-Benz","Mercedes-Benz E-Class E250 CDI Launch Edition",73187,4,0,13,2143,204,5,0,0,0,1,0,0,30.72
2009,"Chevrolet","Chevrolet Captiva LT",232000,10,1,11.5,1991,147.9,7,0,0,0,1,0,0,3.5
2007,"Toyota","Toyota Innova 2.5 V Diesel 7-seater",127079,12,1,12.8,2494,102,7,0,0,0,1,0,0,6.99
2014,"Mahindra","Mahindra Quanto C8",58816,5,1,17.21,1493,100,7,0,0,0,1,0,0,3.45
2015,"Honda","Honda City i VTEC V",63818,4,1,17.4,1497,117.3,5,0,0,0,0,0,1,6.57
2014,"Audi","Audi A4 2.0 TDI 177 Bhp Premium Plus",40000,5,0,17.11,1968,174.33,5,0,0,0,1,0,0,17.5
2013,"Volkswagen","Volkswagen Polo Diesel Comfortline 1.2L",77445,6,1,22.07,1199,73.9,5,0,0,0,1,0,0,3.75
2017,"Ford","Ford EcoSport 1.5 Petrol Titanium Plus AT",14000,2,0,14.8,1497,121.36,5,0,0,0,0,0,1,9.99
2012,"Toyota","Toyota Innova 2.5 G (Diesel) 7 Seater BS IV",85122,7,1,12.99,2494,100,7,0,0,0,1,0,0,8.2
2005,"Honda","Honda City 1.5 EXI",123000,14,1,13,1493,100,5,0,1,0,0,0,1,1.1
2015,"Maruti","Maruti Alto 800 2016-2019 LXI Optional",63714,4,1,24.7,796,47.3,5,0,0,0,0,0,1,2.45
2009,"Mercedes-Benz","Mercedes-Benz M-Class ML 320 CDI",53000,10,0,8.7,2987,224.34,5,0,0,0,1,0,0,13.75
2017,"Maruti","Maruti Swift Dzire LDI",60000,2,1,26.59,1248,74,5,0,0,0,1,0,0,3
2017,"Maruti","Maruti Vitara Brezza ZDi Plus Dual Tone",33000,2,1,24.3,1248,88.5,5,0,0,0,1,0,0,9.25
2013,"Volvo","Volvo S60 D5 Summum",31000,6,0,13.2,2400,215,5,0,0,0,1,0,0,17.65
2014,"Toyota","Toyota Fortuner 4x2 AT",79000,5,0,12.55,2982,168.5,7,0,0,0,1,0,0,18.25
2013,"Hyundai","Hyundai i20 Sportz Option Diesel",67914,6,1,23,1396,90,5,0,0,0,1,0,0,3.45
2015,"Audi","Audi A4 35 TDI Premium",58970,4,0,17.11,1968,174.33,5,0,0,0,1,0,0,23.75
2013,"Nissan","Nissan Terrano XV D Pre",60000,6,1,19.64,1461,108.5,5,1,0,0,1,0,0,5.45
2017,"Maruti","Maruti Celerio ZXI AMT",35225,2,0,23.1,998,67.04,5,0,0,0,0,0,1,5.25
2012,"Hyundai","Hyundai i10 Sportz AT",62282,7,0,16.95,1197,78.9,5,0,0,0,0,0,1,2.9
2010,"BMW","BMW 3 Series 320d",80000,9,0,22.69,1995,190,5,0,0,0,1,0,0,14.2
2018,"Hyundai","Hyundai Grand i10 Sportz",43698,1,1,18.9,1197,82,5,0,0,0,0,0,1,5.8
2017,"Hyundai","Hyundai Grand i10 Asta Option AT",28052,2,0,18.9,1197,82,5,0,0,0,0,0,1,7.22
2016,"Hyundai","Hyundai Grand i10 1.2 Kappa Sportz",29091,3,1,18.9,1197,81.86,5,0,0,0,0,0,1,4.87
2013,"Volkswagen","Volkswagen Polo 1.2 MPI Comfortline",63000,6,1,16.47,1198,74,5,0,0,0,0,0,1,3.3
2007,"Honda","Honda City ZX EXi",91000,12,1,17.7,1497,78,5,1,0,0,0,0,1,3
2014,"Mercedes-Benz","Mercedes-Benz GLA Class 200 CDI",30000,5,0,17.9,2143,136,5,0,0,0,1,0,0,26
2017,"Maruti","Maruti Omni 8 Seater BSIV",24571,2,1,14,796,35,5,0,0,0,0,0,1,2.9
2014,"Hyundai","Hyundai Verna 1.6 SX VTVT AT",45000,5,0,15.74,1591,121.3,5,0,0,0,0,0,1,7.5
2015,"Maruti","Maruti Alto 800 LXI",24617,4,1,22.74,796,47.3,5,0,0,0,0,0,1,2.36
2017,"Maruti","Maruti Vitara Brezza ZDi Plus Dual Tone",26927,2,1,24.3,1248,88.5,5,0,0,0,1,0,0,11.39
2013,"Mahindra","Mahindra XUV500 W8 2WD",87736,6,1,15.1,2179,140,7,0,0,0,1,0,0,7.02
2016,"Maruti","Maruti Vitara Brezza ZDi",35299,3,1,24.3,1248,88.5,5,0,0,0,1,0,0,8
2017,"Hyundai","Hyundai i20 1.2 Spotz",51612,2,1,18.6,1197,81.83,5,0,0,0,0,0,1,7.11
1998,"Mercedes-Benz","Mercedes-Benz E-Class 250 D W 210",55300,21,0,10,1796,157.7,5,0,0,0,1,0,0,3.9
2009,"Maruti","Maruti Alto LXi",65090,10,1,19.7,796,46.3,5,0,0,0,0,0,1,2.15
2013,"Honda","Honda Amaze S i-Vtech",40000,6,1,18,1198,86.7,5,0,0,0,0,0,1,3.25
2015,"Land","Land Rover Range Rover Sport HSE",38467,4,0,12.65,2993,255,5,0,0,0,1,0,0,70.66
2013,"Hyundai","Hyundai Grand i10 CRDi Magna",71904,6,1,24,1120,70,5,0,0,0,1,0,0,4.61
2008,"Honda","Honda Civic 2006-2010 1.8 S MT",87000,11,1,13.5,1799,130,5,0,0,0,0,0,1,2.35
2014,"Hyundai","Hyundai Grand i10 CRDi Magna",33000,5,1,24,1120,70,5,1,0,0,1,0,0,4.05
2009,"Maruti","Maruti 800 AC Uniq",22100,10,1,16.1,796,37,4,1,0,0,0,0,1,0.8
2014,"Toyota","Toyota Etios Liva Diesel",59589,5,1,23.59,1364,67.1,5,0,0,0,1,0,0,5.6
2015,"Hyundai","Hyundai i20 Magna 1.4 CRDi",44000,4,1,22.54,1396,88.73,5,0,0,0,1,0,0,5.35
2017,"Maruti","Maruti Alto K10 VXI",12000,2,1,24.07,998,67.1,5,0,0,0,0,0,1,3.25
2012,"BMW","BMW X1 sDrive20d",66000,7,0,17.05,1995,184,5,1,0,0,1,0,0,11.5
2016,"Maruti","Maruti Celerio VXI AT",38009,3,0,23.1,998,67.04,5,0,0,0,0,0,1,4.25
2009,"Skoda","Skoda Superb Elegance 1.8 TSI AT",35000,10,0,13.7,1798,157.75,5,1,0,0,0,0,1,4.45
2009,"Mahindra","Mahindra Xylo E4",70000,10,1,14,2498,112,7,0,0,0,1,0,0,2.85
2014,"Mahindra","Mahindra XUV500 W8 2WD",86000,5,1,15.1,2179,140,7,0,0,0,1,0,0,7.85
2016,"Maruti","Maruti Swift Dzire VXI",32000,3,1,19.1,1197,85.8,5,0,0,0,0,0,1,5.3
2017,"Ford","Ford Ecosport 1.0 Ecoboost Platinum Edition",15000,2,1,18.88,999,123.24,5,0,0,0,0,0,1,8
2014,"Toyota","Toyota Corolla Altis Diesel D4DG",69918,5,1,21.43,1364,87.2,5,0,0,0,1,0,0,9.43
2012,"Hyundai","Hyundai i20 2015-2017 1.2 Magna",39000,7,1,18.5,1197,80,5,0,0,0,0,0,1,2.75
2018,"Renault","Renault Captur 1.5 Diesel Platine Mono",1011,1,1,20.37,1461,108.45,5,0,0,0,1,0,0,13.5
2009,"Mercedes-Benz","Mercedes-Benz E-Class 280 CDI",85000,10,0,11,2987,198.5,5,0,0,0,1,0,0,9.99
2017,"Maruti","Maruti Baleno RS 1.0 Petrol",46663,2,1,21.1,998,100,5,0,0,0,0,0,1,6.95
2015,"Nissan","Nissan Sunny 2011-2014 XL AT Special Edition",27000,4,0,17.97,1498,99.6,5,0,0,0,0,0,1,6.75
2015,"Hyundai","Hyundai Grand i10 AT Asta",15000,4,0,18.9,1197,82,5,0,0,0,0,0,1,5.5
2018,"Maruti","Maruti Ciaz Zeta",10575,1,1,21.56,1462,103.25,5,0,0,0,0,0,1,9.18
2014,"Hyundai","Hyundai Xcent 1.2 Kappa S",12500,5,1,19.1,1197,82,5,0,0,0,0,0,1,4.15
2012,"Hyundai","Hyundai Verna 1.6 SX CRDi (O)",52000,7,1,22.32,1582,126.32,5,0,0,0,1,0,0,6.5
2015,"Maruti","Maruti Wagon R VXI 1.2",49818,4,1,21.5,1197,81.8,5,0,0,0,0,0,1,4.11
2008,"Hyundai","Hyundai Verna CRDi",90000,11,1,16.8,1493,110,5,1,0,0,1,0,0,2.25
2015,"Toyota","Toyota Etios Liva G",52207,4,1,17.71,1197,78.9,5,0,0,0,0,0,1,4.56
2013,"Mahindra","Mahindra Xylo E4 ABS BS III",167362,6,1,11.68,2498,112,7,0,0,0,1,0,0,4
2015,"Toyota","Toyota Etios Liva GD",49894,4,1,23.59,1364,67.06,5,0,0,0,1,0,0,5.27
2019,"Mahindra","Mahindra Thar DI 4X4",13024,0,1,18.06,2523,63,7,0,0,0,1,0,0,9.11
2010,"Nissan","Nissan X-Trail SLX MT",128000,9,1,14.42,1995,147.6,5,1,0,0,1,0,0,6.2
2017,"Toyota","Toyota Innova Crysta 2.8 ZX AT",26023,2,0,11.36,2755,171.5,7,0,0,0,1,0,0,19.97
2016,"Hyundai","Hyundai Creta 1.4 CRDi S",42784,3,1,21.38,1396,88.7,5,0,0,0,1,0,0,10.17
2014,"Maruti","Maruti Swift VDI",115000,5,1,28.4,1248,74,5,0,0,0,1,0,0,4.5
2019,"Hyundai","Hyundai Verna 1.6 CRDI SX Option",30529,0,1,23.9,1582,126.2,5,0,0,0,1,0,0,14.28
2012,"Maruti","Maruti Alto LXi BSIII",14814,7,1,19.7,796,46.3,5,1,0,0,0,0,1,2.47
2016,"Maruti","Maruti S Cross DDiS 200 Alpha",58000,3,1,23.65,1248,88.5,5,0,0,0,1,0,0,7.9
2011,"Hyundai","Hyundai EON Era",68128,8,1,21.1,814,55.2,5,0,0,0,0,0,1,2.3
2013,"Nissan","Nissan Terrano XL",63220,6,1,13.24,1598,102.5,5,0,0,0,0,0,1,6.5
2016,"Hyundai","Hyundai EON Era",30000,3,1,21.1,814,55.2,5,0,0,0,0,0,1,3.25
2017,"Tata","Tata Zest Quadrajet 1.3 XT",27768,2,1,20.65,1248,88.7,5,0,0,0,1,0,0,5.85
2014,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance",53000,5,0,14.21,2143,203,5,1,0,0,1,0,0,29
2014,"Audi","Audi Q5 2.0 TDI Premium Plus",87652,5,0,14.16,1968,174.3,5,1,0,0,1,0,0,25.71
2008,"Ford","Ford Fiesta 1.6 ZXi Leather",94873,11,1,15.3,1596,101,5,1,0,0,0,0,1,1.85
2015,"BMW","BMW 3 Series 320d Prestige",56000,4,0,18.88,1995,184,5,0,0,0,1,0,0,22.75
2018,"Maruti","Maruti Baleno RS 1.0 Petrol",18678,1,1,21.1,998,100,5,0,0,0,0,0,1,8.32
2014,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency",30000,5,0,14.21,2143,203,5,0,0,0,1,0,0,26
2013,"Hyundai","Hyundai i10 Sportz 1.2",59000,6,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.45
2017,"Hyundai","Hyundai Grand i10 Asta Option",13000,2,1,18.9,1197,82,5,0,0,0,0,0,1,5.15
2014,"Honda","Honda Brio S MT",74325,5,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.51
2015,"Hyundai","Hyundai i20 Magna 1.4 CRDi (Diesel)",45000,4,1,21.9,1396,88.76,5,0,0,0,1,0,0,3.45
2013,"Volkswagen","Volkswagen Polo Petrol Highline 1.2L",57000,6,1,16.47,1198,73.9,5,0,0,0,0,0,1,3.75
2001,"Honda","Honda City 1.5 EXI",125943,18,1,13,1493,100,5,1,0,0,0,0,1,1.45
2008,"Skoda","Skoda Octavia Ambiente 1.9 TDI",80000,11,1,18.7,1896,66,5,0,0,0,1,0,0,2.2
2010,"Ford","Ford Endeavour 2.5L 4X2",154000,9,1,13.1,2499,141,7,0,0,0,1,0,0,7.99
2013,"Chevrolet","Chevrolet Cruze LTZ",62000,6,1,18.3,1991,147.9,5,1,0,0,1,0,0,6.75
2013,"Honda","Honda CR-V AT With Sun Roof",27000,6,0,14,1497,98.6,5,0,0,0,0,0,1,11.99
2014,"Honda","Honda Mobilio V i DTEC",45000,5,1,24.2,1498,98.6,7,0,0,0,1,0,0,5
2012,"Maruti","Maruti Ertiga VDI",105000,7,1,20.77,1248,88.76,7,1,0,0,1,0,0,5.9
2013,"Hyundai","Hyundai Grand i10 Sportz",26000,6,1,18.9,1197,82,5,0,0,0,0,0,1,3.75
2014,"Jaguar","Jaguar XF 3.0 Litre S Premium Luxury",30900,5,0,14.74,2993,270.9,5,0,0,0,1,0,0,29.5
2014,"Honda","Honda Amaze VX i-Vtech",48000,5,1,18,1198,86.7,5,0,0,0,0,0,1,4.75
2011,"Audi","Audi A6 2.7 TDI",112719,8,0,12.4,2698,179.5,5,0,0,0,1,0,0,11.5
2017,"Hyundai","Hyundai i20 1.2 Spotz",5000,2,1,18.6,1197,81.83,5,0,0,0,0,0,1,6.95
2016,"Volkswagen","Volkswagen Ameo 1.2 MPI Highline Plus 16",16000,3,1,17,1198,73.75,5,0,0,0,0,0,1,5.4
2011,"Renault","Renault Fluence 2.0",63000,8,0,13.4,1997,135.1,5,0,0,0,0,0,1,4.75
2011,"Maruti","Maruti Alto K10 VXI",28300,8,1,24.07,998,67.1,5,0,0,0,0,0,1,2.15
2005,"Maruti","Maruti Alto Std",49000,14,1,19.7,796,46.3,5,0,0,0,0,0,1,0.9
2016,"Maruti","Maruti Wagon R VXI BS IV",12501,3,1,20.51,998,67.04,5,0,0,0,0,0,1,3.5
2016,"Fiat","Fiat Linea 1.3 Emotion",56628,3,1,20.4,1248,92,5,0,0,0,1,0,0,5.85
2010,"Maruti","Maruti Swift Dzire Vdi BSIV",105000,9,1,19.3,1248,73.9,5,0,0,0,1,0,0,3.15
2016,"Renault","Renault Scala Diesel RxL",52126,3,1,21.64,1461,84.8,5,0,0,0,1,0,0,6
2010,"Hyundai","Hyundai i20 Magna",38000,9,1,18.5,1197,80,5,0,0,0,0,0,1,2.23
2016,"Hyundai","Hyundai Xcent 1.2 Kappa SX Option",50000,3,1,19.1,1197,82,5,0,0,0,0,0,1,2.5
2015,"Maruti","Maruti Wagon R LXI",50230,4,1,18.9,998,67.1,5,0,0,0,0,0,1,3.87
2014,"Mahindra","Mahindra XUV500 W8 2WD",31000,5,1,15.1,2179,140,7,0,0,0,1,0,0,9.5
2014,"Toyota","Toyota Fortuner 4x2 AT",79000,5,0,12.55,2982,168.5,7,0,0,0,1,0,0,17.75
2012,"Renault","Renault Duster 110PS Diesel RxZ Plus",130000,7,1,19.64,1461,108.45,5,0,0,0,1,0,0,3.75
2010,"Hyundai","Hyundai Santro Xing GLS",115000,9,1,17.92,1086,62.1,5,1,0,0,0,0,1,1.5
2013,"Hyundai","Hyundai Verna 1.6 SX VTVT",41500,6,1,17.01,1591,121.3,5,1,0,0,0,0,1,5
2014,"BMW","BMW X1 sDrive 20d Exclusive",54385,5,0,15.06,1995,177,5,1,0,0,1,0,0,17
2011,"Honda","Honda Civic 2006-2010 1.8 V AT",56361,8,0,12.9,1799,130,5,0,0,0,0,0,1,4.38
2018,"Audi","Audi A6 35 TFSI Matrix",22000,1,0,15.26,1798,187.74,5,0,0,0,0,0,1,41.5
2017,"Maruti","Maruti Wagon R LXI BS IV",8000,2,1,20.51,998,67.04,5,0,0,0,0,0,1,3
2018,"Maruti","Maruti Vitara Brezza ZDi Plus Dual Tone",28741,1,1,24.3,1248,88.5,5,0,0,0,1,0,0,11
2012,"Land","Land Rover Discovery 3 TDV6 Diesel Automatic",117236,7,0,11.8,2720,190,7,1,0,0,1,0,0,14
2016,"Maruti","Maruti Dzire New",30500,3,0,26.59,1248,74,5,0,0,0,1,0,0,7.65
2018,"Hyundai","Hyundai Verna VTVT 1.6 SX",5000,1,1,17,1591,121.3,5,0,0,0,0,0,1,8.7
2016,"Maruti","Maruti Ertiga ZDI Plus",42000,3,1,25.47,1248,88.5,7,0,0,0,1,0,0,9.9
2010,"Hyundai","Hyundai Accent GLE",32773,9,1,13.2,1495,94,5,0,0,0,0,0,1,2.05
2016,"Hyundai","Hyundai i20 1.2 Sportz",19008,3,1,17,1197,80,5,0,0,0,0,0,1,5.25
2012,"Hyundai","Hyundai Verna VTVT 1.6 SX",32542,7,1,17,1591,121.3,5,0,0,0,0,0,1,5.77
2010,"Maruti","Maruti Alto LX",94753,9,1,19.7,796,46.3,5,0,0,0,0,0,1,1.95
2011,"Mahindra","Mahindra Scorpio VLX",70000,8,1,12.05,2179,120,8,1,0,0,1,0,0,7.45
2012,"Maruti","Maruti Wagon R LXI",68347,7,1,18.9,998,67.1,5,0,0,0,0,0,1,2.6
2011,"Hyundai","Hyundai i20 1.2 Sportz",72000,8,1,17,1197,80,5,1,0,0,0,0,1,3.25
2010,"Maruti","Maruti Ritz VDi",75014,9,1,21.1,1248,73.9,5,0,0,0,1,0,0,3.85
2013,"Renault","Renault Koleos 2.0 Diesel",65000,6,0,13.73,1995,148,5,1,0,0,1,0,0,7.5
2012,"BMW","BMW 3 Series 320d",55598,7,0,22.69,1995,190,5,0,0,0,1,0,0,11.5
2013,"Honda","Honda Brio V MT",50000,6,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.25
2003,"Hyundai","Hyundai Sonata GOLD",44200,16,1,11.7,1997,134,5,1,0,0,0,0,1,1.5
2014,"Maruti","Maruti Swift Dzire VDi",65000,5,1,19.3,1248,73.9,5,0,0,0,1,0,0,5.31
2013,"Mahindra","Mahindra XUV500 W8 4WD",49000,6,1,16,2179,140,7,0,0,0,1,0,0,9
2016,"Hyundai","Hyundai i10 Sportz 1.1L",7200,3,1,19.81,1086,68.05,5,0,0,0,0,0,1,3.59
2016,"Maruti","Maruti Ciaz ZXi Plus",43152,3,1,20.73,1373,91.1,5,0,0,0,0,0,1,7.35
2013,"Toyota","Toyota Innova 2.5 V Diesel 8-seater",112000,6,1,12.8,2494,102,8,0,0,0,1,0,0,12
2017,"Hyundai","Hyundai Grand i10 Sportz",23540,2,1,18.9,1197,82,5,0,0,0,0,0,1,6.02
2008,"Chevrolet","Chevrolet Optra Magnum 2.0 LS BSIII",82160,11,1,16.52,1991,123.7,5,0,0,0,1,0,0,2.57
